BCU_Code|BCU_Name|Major_Crime_Category|Minor_Crime_Category|Number_of_Records|Borough|Sum_Value|Type|Month|Year
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|2|Sanction Detections|12|2013
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|27|Sanction Detections|12|2013
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|1|Sanction Detections|12|2013
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|5|Sanction Detections|12|2013
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|1|Sanction Detections|12|2013
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|0|Sanction Detections|12|2013
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|9|Sanction Detections|12|2013
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|2|Sanction Detections|12|2013
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|12|2013
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|1|Sanction Detections|12|2013
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|1|Sanction Detections|12|2013
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|12|2013
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|12|2013
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|2|Sanction Detections|12|2013
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|1|Sanction Detections|12|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|12|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|12|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|1|Sanction Detections|12|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|12|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|1|Sanction Detections|12|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|12|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|12|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|0|Sanction Detections|12|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|12|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|2|Sanction Detections|12|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|3|Sanction Detections|12|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|0|Sanction Detections|12|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|5|Sanction Detections|12|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|12|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|6|Sanction Detections|12|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|3|Sanction Detections|12|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|2|Sanction Detections|12|2013
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|98|Offences|1|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|52|Offences|1|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|59|Offences|1|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|54|Offences|1|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|64|Offences|1|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|74|Offences|1|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|34|Offences|1|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|74|Offences|1|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|50|Offences|1|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|9|Offences|1|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|2|Offences|1|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|7|Offences|1|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|4|Offences|1|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|31|Offences|1|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|22|Offences|1|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|24|Offences|1|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|8|Offences|1|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|27|Offences|1|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|8|Offences|1|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|8|Offences|1|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|14|Offences|1|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|14|Offences|1|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|26|Offences|1|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|13|Offences|1|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|8|Offences|1|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|31|Offences|1|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|28|Offences|1|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|26|Offences|1|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|73|Offences|1|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|1|Sanction Detections|9|2012
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|2|Sanction Detections|9|2012
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|3|Sanction Detections|9|2012
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|9|2012
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|9|2012
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|3|Sanction Detections|9|2012
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|1|Sanction Detections|9|2012
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|1|Sanction Detections|9|2012
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|1|Sanction Detections|9|2012
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|3|Sanction Detections|9|2012
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|9|2012
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|9|2012
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|1|Sanction Detections|9|2012
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|1|Sanction Detections|9|2012
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|2|Sanction Detections|9|2012
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|9|2012
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|9|2012
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|1|Sanction Detections|9|2012
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|9|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|2|Sanction Detections|9|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|9|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|0|Sanction Detections|9|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|7|Sanction Detections|9|2012
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|9|2012
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|0|Sanction Detections|9|2012
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|1|Sanction Detections|9|2012
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|1|Sanction Detections|9|2012
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|177|Offences|10|2012
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|164|Offences|10|2012
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|137|Offences|10|2012
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|130|Offences|10|2012
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|118|Offences|10|2012
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|121|Offences|10|2012
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|82|Offences|10|2012
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|134|Offences|10|2012
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|151|Offences|10|2012
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|33|Offences|10|2012
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|18|Offences|10|2012
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|18|Offences|10|2012
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|9|Offences|10|2012
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|43|Offences|10|2012
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|52|Offences|10|2012
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|62|Offences|10|2012
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|23|Offences|10|2012
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|35|Offences|10|2012
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|24|Offences|10|2012
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|28|Offences|10|2012
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|33|Offences|10|2012
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|17|Offences|10|2012
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|55|Offences|10|2012
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|40|Offences|10|2012
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|8|Offences|10|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|73|Offences|10|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|41|Offences|10|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|49|Offences|10|2012
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|199|Offences|10|2012
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|6|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|0|Sanction Detections|6|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|1|Sanction Detections|6|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|1|Sanction Detections|6|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|152|Offences|7|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|143|Offences|7|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|142|Offences|7|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|96|Offences|7|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|142|Offences|7|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|123|Offences|7|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|79|Offences|7|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|161|Offences|7|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|69|Offences|7|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|16|Offences|7|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|12|Offences|7|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|35|Offences|7|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|33|Offences|7|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|38|Offences|7|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|34|Offences|7|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|36|Offences|7|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|16|Offences|7|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|42|Offences|7|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|29|Offences|7|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|13|Offences|7|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|27|Offences|7|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|18|Offences|7|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|47|Offences|7|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|39|Offences|7|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|17|Offences|7|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|61|Offences|7|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|33|Offences|7|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|33|Offences|7|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|84|Offences|7|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|3|Offences|7|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|47|Offences|7|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|46|Offences|7|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|30|Offences|7|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|2|Sanction Detections|7|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|5|Sanction Detections|7|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|2|Sanction Detections|7|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|2|Sanction Detections|7|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|0|Sanction Detections|7|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|0|Sanction Detections|7|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|2|Sanction Detections|7|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|2|Sanction Detections|7|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|3|Sanction Detections|7|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|3|Sanction Detections|7|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|1|Sanction Detections|7|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|7|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|7|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|7|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|7|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|3|Sanction Detections|7|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|8|Offences|4|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|24|Offences|4|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|18|Offences|4|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|16|Offences|4|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|26|Offences|4|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|5|Offences|4|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|24|Offences|4|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|15|Offences|4|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|15|Offences|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|64|Offences|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|30|Offences|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|32|Offences|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|113|Offences|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Offences|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|37|Offences|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|50|Offences|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|22|Offences|4|2013
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|0|Sanction Detections|4|2013
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|1|Sanction Detections|4|2013
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|2|Sanction Detections|4|2013
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|3|Sanction Detections|4|2013
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|0|Sanction Detections|4|2013
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|0|Sanction Detections|4|2013
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|3|Sanction Detections|4|2013
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|4|Sanction Detections|4|2013
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|7|Sanction Detections|4|2013
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|4|2013
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|2|Sanction Detections|4|2013
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|4|2013
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|1|Sanction Detections|4|2013
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|1|Sanction Detections|4|2013
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|4|2013
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|0|Sanction Detections|4|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|1|Sanction Detections|4|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|0|Sanction Detections|4|2013
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|1|Sanction Detections|4|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|1|Sanction Detections|4|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|1|Sanction Detections|4|2013
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|4|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|1|Sanction Detections|4|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|2|Sanction Detections|4|2013
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|3|Sanction Detections|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|0|Sanction Detections|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|1|Sanction Detections|4|2013
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|1|Sanction Detections|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|0|Sanction Detections|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|0|Sanction Detections|4|2013
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|2|Sanction Detections|4|2013
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|93|Offences|5|2013
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|110|Offences|5|2013
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|76|Offences|5|2013
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|69|Offences|5|2013
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|125|Offences|5|2013
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|103|Offences|5|2013
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|6|Sanction Detections|10|2015
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|3|Sanction Detections|10|2015
